_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend:confidence_summary,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend:confidence_summary,_activity,_activity:confidence,_activity:confidence_summary,_scenario,_scenario:confidence,_scenario:confidence_summary,what_is_the_main_scenario_portrayed_in_the_image,what_is_the_main_scenario_portrayed_in_the_image:confidence,what_is_the_main_scenario_portrayed_in_the_image:confidence_summary,which_activities_are_the_people_involved_in,which_activities_are_the_people_involved_in:confidence,which_activities_are_the_people_involved_in:confidence_summary,which_of_the_following_emotions_are_the_people_expressing,which_of_the_following_emotions_are_the_people_expressing:confidence,which_of_the_following_emotions_are_the_people_expressing:confidence_summary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,are_the_people_an_important_part_of_the_image,are_the_people_an_important_part_of_the_image_gold,are_the_people_an_important_part_of_the_image_gold_reason,are_the_people_an_important_part_of_the_imageconfidence,are_the_people_interacting_with_each_,are_the_people_interacting_with_each__gold,are_the_people_interacting_with_each__gold_reason,are_the_people_interacting_with_each_confidence,are_there_people_in_the_image,are_there_people_in_the_image_gold,are_there_people_in_the_image_gold_reason,are_there_people_in_the_imageconfidence,are_there_people_in_the_imageconfidence_summary,batch_num,can_you_clearly_see_the_persons__peoples_faces,can_you_clearly_see_the_persons__peoples_faces_gold,can_you_clearly_see_the_persons__peoples_faces_gold_reason,can_you_clearly_see_the_persons__peoples_facesconfidence,can_you_clearly_see_the_persons__peoples_facesconfidence_summary,cant_access,cant_access_gold,cant_access_gold_reason,cant_accessconfidence,code,do_either_of_the_following_labels_apply_to_the_people_in_the_image,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold,do_either_of_the_following_labels_apply_to_the_people_in_the_image_gold_reason,do_either_of_the_following_labels_apply_to_the_people_in_the_imageconfidence,does_the_person_have_ticeable_hair_makeup_skin_andor_nail_polish__could_you_imagine_this_image_being_used_to_advertise_cosmetics_or_illustrate_a_beauty_trend_gold,how_many_people_are_in_the_image,how_many_people_are_in_the_image_gold,how_many_people_are_in_the_image_gold_reason,how_many_people_are_in_the_imageconfidence,image_url,is_the_persons_clothing_shoes_jewelry_or_fashion_accessories_an_important_part_of_the_image__could_you_imagine_this_image_being_used_to_advertise_a_clothing_line_or_illustrate_a_fashion_trend_gold,nil,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,_activity_gold,_scenario_gold,system_identifier,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_age_range_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_apply_gold_reason,what_is_the_ethnicity_of_the_people_in_the_image__choose_all_that_applyconfidence,what_is_the_gender_of_the_people_in_the_image,what_is_the_gender_of_the_people_in_the_image_gold,what_is_the_gender_of_the_people_in_the_image_gold_reason,what_is_the_gender_of_the_people_in_the_imageconfidence,what_is_the_main_scenario_portrayed_in_the_image_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold,what_is_the_photo_type_of_the_image__choose_all_that_apply_gold_reason,what_is_the_photo_type_of_the_image__choose_all_that_applyconfidence,what_physical_position_are_the_people_in,what_physical_position_are_the_people_in_gold,what_physical_position_are_the_people_in_gold_reason,what_physical_position_are_the_people_inconfidence,which_activities_are_the_people_involved_in_gold,which_of_the_following_emotions_are_the_people_expressing_gold,Keywords

1191979486,FALSE,finalized,3,3/30/17 15:08,beauty,0.688,"""beauty"": 0.688
"""": 0.312
",fashion,1,"""fashion"": 1.0
",,,,,,,,1,""""": 1.0
""fashion"": 0.312
",walking,0.688,"""walking"": 0.688
"""": 0.312
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:08,3,1178716851,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/9/7/e/TRU1389339.jpg,,,FALSE,3/10/17 22:58,3,1177857819,finalized,,,TRU1389339,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,0.6556,,,beauty|fashion|||walking|Standing

1191979569,FALSE,finalized,3,3/30/17 15:31,beauty,0.348,""""": 0.339
""beauty"": 0.348
"""": 0.313
",fashion,0.348,""""": 0.339
""fashion"": 0.348
"""": 0.313
",,,,,,,,1,""""": 1.0
",,1,""""": 1.0
",,0.6873,""""": 0.687
""neutral"": 0.313
",FALSE,3/22/17 16:53,3,1178716880,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/2/d/8/TRU1389370.jpg,,,FALSE,3/10/17 23:03,3,1177857848,finalized,,,TRU1389370,Young Adult,,,0.6653,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191979585,FALSE,finalized,3,3/30/17 15:20,beauty,0.6803,"""beauty"": 0.68
"""": 0.32
",fashion,0.6803,"""fashion"": 0.68
"""": 0.32
",,,,,,,,0.6691,""""": 0.669
""fashion"": 0.331
",,1,""""": 1.0
",neutral,1,"""neutral"": 1.0
"""": 0.331
",FALSE,3/22/17 17:21,3,1178716896,finalized,Yes,,,0.6831,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/6/0/b/TRU1389386.jpg,,,FALSE,3/10/17 23:00,3,1177857864,finalized,,,TRU1389386,Young Adult,,,0.6831,White or Caucasian,,,0.6831,Female,,,0.6831,,Full body shot,,,0.6831,Standing,,,0.6831,,,beauty|fashion||||Standing

1191979634,FALSE,finalized,3,3/30/17 15:49,beauty,0.6884,"""beauty"": 0.688
"""": 0.312
",fashion,1,"""fashion"": 1.0
",,,,,,,,1,""""": 1.0
""fashion"": 0.348
",,1,""""": 1.0
""dancing"": 0.348
""relaxing"": 0.348
",,0.6884,""""": 0.688
""neutral"": 0.66
",FALSE,3/22/17 17:20,3,1178716947,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,semi identifiable,,,0.669,"""semi identifiable"": 0.669
""identifiable"": 0.331
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/7/8/4/TRU1390101.jpg,,,FALSE,3/10/17 22:55,3,1177857915,finalized,,,TRU1390101,Young Adult,,,1,White or Caucasian,,,0.6816,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191979645,FALSE,finalized,3,3/30/17 15:43,beauty,0.3474,""""": 0.332
""beauty"": 0.347
"""": 0.321
",fashion,0.3474,""""": 0.332
""fashion"": 0.347
"""": 0.321
",,,,,,,,0.6526,""""": 0.653
""fashion"": 0.347
",,0.6526,""""": 0.653
""jumping"": 0.347
",anger,0.3474,""""": 0.332
""anger"": 0.347
""happiness"": 0.321
",FALSE,3/22/17 17:07,3,1178716958,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/0/4/2/TRU1390127.jpg,,,FALSE,3/10/17 22:59,3,1177857926,finalized,,,TRU1390127,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Jumping,,,0.6725,,,beauty|fashion||||Jumping

1191979651,FALSE,finalized,3,3/30/17 15:50,beauty,0.6649,"""beauty"": 0.665
"""": 0.335
",fashion,0.6649,"""fashion"": 0.665
"""": 0.335
",,,,,,,,0.6831,"""fashion"": 0.317
"""": 0.683
",,0.6831,"""walking"": 0.317
"""": 0.683
",,0.6831,"""neutral"": 0.665
"""": 0.683
"""": 0.348
",FALSE,3/22/17 17:12,3,1178716964,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6667,"""identifiable"": 0.667
""semi identifiable"": 0.333
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/5/1/0/TRU1390142.jpg,,,FALSE,3/10/17 22:52,3,1177857932,finalized,,,TRU1390142,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191979657,FALSE,finalized,3,3/30/17 15:28,beauty,0.6449,"""beauty"": 0.645
"""": 0.355
",fashion,0.6449,"""fashion"": 0.645
"""": 0.355
",,,,,,,,0.7022,""""": 0.702
""fashion"": 0.653
",,0.7022,""""": 0.702
""relaxing"": 0.653
",neutral,1,"""neutral"": 1.0
"""": 0.702
"""": 0.347
",FALSE,3/22/17 16:58,3,1178716970,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/7/5/3/TRU1390157.jpg,,,FALSE,3/10/17 22:47,3,1177857938,finalized,,,TRU1390157,Young Adult,,,0.6679,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,0.6679,,,beauty|fashion||||Standing

1191979763,FALSE,finalized,3,3/30/17 15:16,beauty,0.6769,""""": 0.323
""beauty"": 0.677
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6615,""""": 0.662
""fashion"": 0.338
",,0.6615,""""": 0.662
""dancing"": 0.338
",neutral,0.6615,"""neutral"": 0.662
""excitement"": 0.338
",FALSE,3/22/17 17:26,3,1178716971,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/a/9/8/TRU1390159.jpg,,,FALSE,3/10/17 22:46,3,1177857939,finalized,,,TRU1390159,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191979769,FALSE,finalized,3,3/30/17 15:25,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6656,""""": 0.666
""fashion"": 0.334
",,0.3366,""""": 0.337
""walking"": 0.334
""jumping"": 0.329
",,0.3366,"""neutral"": 0.337
"""": 0.337
"""": 0.337
""surprise"": 0.334
""excitement"": 0.329
",FALSE,3/22/17 17:14,3,1178716976,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/0/8/e/TRU1390172.jpg,,,FALSE,3/10/17 22:47,3,1177857944,finalized,,,TRU1390172,Young Adult,,,0.6549,White or Caucasian,,,0.6549,Female,,,0.6549,,Full body shot,,,1,Standing,,,0.6783,,,beauty|fashion||||Standing

1191979778,FALSE,finalized,3,3/30/17 14:57,beauty,0.6581,"""beauty"": 0.658
"""": 0.342
",fashion,0.6581,"""fashion"": 0.658
"""": 0.342
",,,,,,,,0.6838,"""fashion"": 0.658
"""": 0.684
""relaxation"": 0.342
",,0.6838,""""": 0.684
""walking"": 0.316
""relaxing"": 0.342
",neutral,0.6838,"""neutral"": 0.684
""happiness"": 0.316
""confusion"": 0.342
"""": 0.342
",FALSE,3/22/17 16:45,3,1178716985,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/a/3/5/TRU1390185.jpg,,,FALSE,3/10/17 22:58,3,1177857953,finalized,,,TRU1390185,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191979786,FALSE,finalized,3,3/30/17 15:38,beauty,0.6488,""""": 0.351
""beauty"": 0.649
",fashion,0.6488,""""": 0.351
""fashion"": 0.649
",,,,,,,,0.6569,""""": 0.657
""fashion"": 0.343
",,0.6943,""""": 0.694
""walking"": 0.306
",neutral,0.6488,""""": 0.351
""neutral"": 0.649
",FALSE,3/22/17 17:24,3,1178716994,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,0.6597,"""identifiable"": 0.66
""semi identifiable"": 0.34
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/4/f/4/TRU1390194.jpg,,,FALSE,3/10/17 23:03,3,1177857962,finalized,,,TRU1390194,Mid Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,0.6622,Standing,,,0.6756,,,beauty|fashion||||Standing

1191979791,FALSE,finalized,3,3/30/17 15:08,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6579,""""": 0.658
""fashion"": 0.342
",jumping,0.6706,"""jumping"": 0.671
"""": 0.329
",happiness,0.6716,"""neutral"": 0.328
""happiness"": 0.672
",FALSE,3/22/17 17:29,3,1178716999,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/f/7/c/TRU1390199.jpg,,,FALSE,3/10/17 22:55,3,1177857967,finalized,,,TRU1390199,Young Adult,,,0.649,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Jumping,,,0.649,,,beauty|fashion|||jumping|Jumping

1191979803,FALSE,finalized,3,3/30/17 15:18,beauty,0.6641,"""beauty"": 0.664
"""": 0.336
",fashion,0.6641,"""fashion"": 0.664
"""": 0.336
",,,,,,,,1,""""": 1.0
""fashion"": 0.336
""cooking"": 0.336
""shopping"": 0.336
""domestic"": 0.336
""travel"": 0.336
""fitness"": 0.336
""relaxation"": 0.336
""health"": 0.336
""work"": 0.336
""school"": 0.336
""romance"": 0.336
""getting_ready"": 0.336
""social"": 0.336
""hobby"": 0.336
""spiritual"": 0.336
""money"": 0.336
""events"": 0.336
""news"": 0.336
",,1,""""": 1.0
""walking"": 0.336
""running"": 0.336
""jumping"": 0.336
""dancing"": 0.336
""swimming"": 0.336
""crying"": 0.336
""laughing"": 0.336
""talking"": 0.336
""hugging"": 0.336
""kissing"": 0.336
""reading"": 0.336
""writing"": 0.336
""listening_to_music"": 0.336
""using_techlogy"": 0.336
""eating"": 0.336
""sleeping"": 0.336
""relaxing"": 0.336
",,1,"""neutral"": 0.664
"""": 1.0
"""": 0.328
""happiness"": 0.336
""sadness"": 0.336
""fear"": 0.336
""laughter"": 0.336
""surprise"": 0.336
""confusion"": 0.336
""boredom"": 0.336
""anger"": 0.336
""excitement"": 0.336
""disgust"": 0.336
""stress"": 0.336
",FALSE,3/22/17 17:13,3,1178717011,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/3/1/7/TRU1390210.jpg,,,FALSE,3/10/17 23:00,3,1177857978,finalized,,,TRU1390210,Mid Adult,,,0.6588,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191979805,FALSE,finalized,3,3/30/17 15:18,beauty,0.6747,"""beauty"": 0.675
"""": 0.325
",fashion,0.6747,"""fashion"": 0.675
"""": 0.325
",,,,,,,,0.6596,""""": 0.66
""fashion"": 0.34
",,0.6596,""""": 0.66
""jumping"": 0.34
",,0.6596,"""neutral"": 0.334
"""": 0.66
"""": 0.334
""happiness"": 0.34
",FALSE,3/22/17 16:37,3,1178717013,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/c/3/8/TRU1390212.jpg,,,FALSE,3/10/17 23:02,3,1177857980,finalized,,,TRU1390212,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Jumping,,,0.6571,,,beauty|fashion||||Jumping

1191979823,FALSE,finalized,3,3/30/17 15:14,beauty,0.6647,"""beauty"": 0.665
"""": 0.335
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6647,""""": 0.665
""fashion"": 0.335
""work"": 0.335
",,1,""""": 1.0
""running"": 0.335
",happiness,0.6707,""""": 0.329
""happiness"": 0.671
""laughter"": 0.335
",FALSE,3/22/17 16:46,3,1178717031,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/e/2/6/TRU1390230.jpg,,,FALSE,3/10/17 22:43,3,1177857998,finalized,,,TRU1390230,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191979851,FALSE,finalized,3,3/30/17 15:13,beauty,0.6665,"""beauty"": 0.667
"""": 0.333
",fashion,0.3389,""""": 0.328
""fashion"": 0.339
"""": 0.333
",,,,,,,,0.6724,"""fashion"": 0.328
"""": 0.672
",,0.6724,"""walking"": 0.661
"""": 0.672
",neutral,0.6724,"""confusion"": 0.661
""neutral"": 0.672
",FALSE,3/22/17 17:26,3,1178717060,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/4/0/e/TRU1391913.jpg,,,FALSE,3/10/17 23:03,3,1177858028,finalized,,,TRU1391913,Young Adult,,,1,White or Caucasian,,,1,Male,,,1,,Full body shot,,,0.6671,Standing,,,0.6671,,,beauty|fashion||||Standing

1191979854,FALSE,finalized,3,3/30/17 15:53,beauty,0.3576,""""": 0.344
"""": 0.298
""beauty"": 0.358
",fashion,0.3576,""""": 0.344
"""": 0.298
""fashion"": 0.358
",,,,,,,,0.6424,""""": 0.642
""fashion"": 0.358
",,0.6424,""""": 0.642
""walking"": 0.358
",,0.6424,""""": 0.642
""neutral"": 0.358
",FALSE,3/22/17 17:06,3,1178717063,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,unidentifiable,,,1,"""unidentifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/6/d/9/TRU1391916.jpg,,,FALSE,3/10/17 22:55,3,1177858031,finalized,,,TRU1391916,Young Adult,,,0.6732,White or Caucasian,,,1,Male,,,1,,Rear view,,,0.6732,Standing,,,1,,,beauty|fashion||||Standing

1191979859,FALSE,finalized,3,3/30/17 15:44,beauty,1,"""beauty"": 1.0
",fashion,0.6842,"""fashion"": 0.684
"""": 0.316
",,,,,,,,0.6579,""""": 0.658
""fashion"": 0.342
",,1,""""": 1.0
",neutral,0.6579,""""": 0.342
""neutral"": 0.658
",FALSE,3/22/17 16:54,3,1178717068,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/4/9/7/TRU1393349.jpg,,,FALSE,3/10/17 22:48,3,1177858036,finalized,,,TRU1393349,Young Adult,,,1,White or Caucasian,,,1,Female,,,1,,Half length shot,,,1,,,,1,,,beauty|fashion||||

1191979862,FALSE,finalized,3,3/30/17 15:11,beauty,1,"""beauty"": 1.0
",fashion,0.6711,"""fashion"": 0.671
"""": 0.329
",,,,,,,,0.6861,""""": 0.686
""relaxation"": 0.314
",relaxing,0.6428,""""": 0.357
""relaxing"": 0.643
",neutral,1,"""neutral"": 1.0
",FALSE,3/22/17 17:04,3,1178717071,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/7/5/1/TRU1393352.jpg,,,FALSE,3/10/17 23:00,3,1177858039,finalized,,,TRU1393352,Young Adult,,,0.6435,White or Caucasian,,,1,Female,,,1,,Head and shoulders,,,0.6435,,,,0.6435,,,beauty|fashion|||relaxing|

1191979955,FALSE,finalized,3,3/30/17 15:33,beauty,0.6665,"""beauty"": 0.666
"""": 0.334
",fashion,0.6665,"""fashion"": 0.666
"""": 0.334
",,,,,,,,0.6698,"""fashion"": 0.33
"""": 0.67
",,0.6698,"""relaxing"": 0.33
"""": 0.67
",neutral,0.6637,"""neutral"": 0.664
"""": 0.336
",FALSE,3/22/17 16:39,3,1178717075,finalized,Yes,,,0.6732,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/b/9/5/TRU1393356.jpg,,,FALSE,3/10/17 23:22,3,1177858043,finalized,,,TRU1393356,Young Adult,,,0.6682,White or Caucasian,,,1,Female,,,1,,Headshot,,,1,,,,1,,,beauty|fashion||||

1191979964,FALSE,finalized,3,3/30/17 15:06,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,0,,,,,,0.6849,""""": 0.685
""fashion"": 0.661
",,1,""""": 1.0
"""": 0.346
",neutral,1,"""neutral"": 1.0
"""": 0.685
"""": 0.339
",FALSE,3/22/17 17:55,3,1178717083,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/1/e/a/TRU1393583.jpg,,,FALSE,3/10/17 23:02,3,1177858051,finalized,,,TRU1393583,Young Adult,,,1,Black or African Descent,,,0.3856,Female,,,1,,Full body shot,,,0.6941,Standing,,,1,,,beauty|fashion||||Standing

1191979965,FALSE,finalized,3,3/30/17 14:57,beauty,0.6732,"""beauty"": 0.673
"""": 0.327
",fashion,0.6732,"""fashion"": 0.673
"""": 0.327
",,,,,,,,0.6604,""""": 0.66
""social"": 0.34
",,0.6604,""""": 0.66
""talking"": 0.34
",,0.6604,""""": 0.66
""neutral"": 0.34
",FALSE,3/22/17 17:06,3,1178717084,finalized,Yes,,,1,Yes,,,1,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,Group,,,1,,3 people or more,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/a/7/8/TRU1393584.jpg,,,FALSE,3/10/17 22:56,3,1177858052,finalized,,,TRU1393584,Young Adult,,,1,Black or African Descent,,,0.6699,Male,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191979966,FALSE,finalized,3,3/30/17 15:17,beauty,0.6494,"""beauty"": 0.649
"""": 0.351
",fashion,0.6494,"""fashion"": 0.649
"""": 0.351
",,,,,,,,0.6707,"""fashion"": 0.649
"""": 0.671
""relaxation"": 0.32
""social"": 0.32
",,0.6799,""""": 0.68
""relaxing"": 0.32
",neutral,0.6494,"""neutral"": 0.649
"""": 0.351
""laughter"": 0.32
",FALSE,3/22/17 16:45,3,1178717085,finalized,Yes,,,1,Maybe / ,,,0.6763,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,Group,,,1,,3 people or more,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/4/6/1/TRU1393585.jpg,,,FALSE,3/10/17 22:45,3,1177858053,finalized,,,TRU1393585,Young Adult,,,0.6677,Black or African Descent,,,1,Male,,,1,,Full body shot,,,1,Standing,,,1,,,beauty|fashion||||Standing

1191979969,FALSE,finalized,3,3/30/17 15:26,beauty,1,"""beauty"": 1.0
",fashion,1,"""fashion"": 1.0
",,,,,,,,0.6725,""""": 0.673
""fashion"": 0.327
",,1,""""": 1.0
",,0.6491,""""": 0.649
""neutral"": 0.351
",FALSE,3/22/17 17:19,3,1178717088,finalized,Yes,,,1,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,1 person,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/d/8/6/TRU1393588.jpg,,,FALSE,3/10/17 23:02,3,1177858056,finalized,,,TRU1393588,Young Adult,,,1,Black or African Descent,,,0.673,Female,,,0.6737,,Half length shot,,,1,Sitting,,,0.673,,,beauty|fashion||||Sitting

1191979975,FALSE,finalized,3,3/30/17 16:00,beauty,0.3606,""""": 0.349
"""": 0.291
""beauty"": 0.361
",fashion,0.3606,""""": 0.349
"""": 0.291
""fashion"": 0.361
",,,,,,,,0.6394,""""": 0.639
""fashion"": 0.361
",,1,""""": 1.0
",neutral,0.6514,""""": 0.349
""neutral"": 0.651
",FALSE,3/22/17 17:15,3,1178717094,finalized,Yes,,,1,,,,0.6579,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
",,,,1,,,,,,,2 people,,,1,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/c/9/9/TRU1394614.jpg,,,FALSE,3/10/17 23:02,3,1177858062,finalized,,,TRU1394614,Young Adult,,,0.6842,White or Caucasian,,,1,Female,,,1,,Full body shot,,,1,Sitting,,,1,,,beauty|fashion||||Sitting

1191979997,FALSE,finalized,3,3/30/17 15:28,beauty,0.6578,"""beauty"": 0.658
"""": 0.342
",fashion,0.3733,"""fashion"": 0.373
"""": 0.342
"""": 0.284
",,,,,,,,1,""""": 1.0
",,1,""""": 1.0
",,0.7156,""""": 0.716
""neutral"": 0.284
",FALSE,3/22/17 16:31,3,1178717116,finalized,Yes,,,0.3221,,,,,people,,,1,"""people"": 1.0
",TA20170309,identifiable,,,1,"""identifiable"": 1.0
