_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,which_of_the_following_colors_are_featured_prominently_in_the_color_scheme_of_the_room,which_of_the_following_colors_are_featured_prominently_in_the_color_scheme_of_the_room:confidence,which_of_the_following_colors_are_featured_prominently_in_the_color_scheme_of_the_room:confidence_summary,which_of_these_furniture_types_are_depicted_in_the_image,which_of_these_furniture_types_are_depicted_in_the_image:confidence,which_of_these_furniture_types_are_depicted_in_the_image:confidence_summary,which_of_these_items_are_a_main_focus_in_the_image,which_of_these_items_are_a_main_focus_in_the_image:confidence,which_of_these_items_are_a_main_focus_in_the_image:confidence_summary,which_of_these_items_are_featured_prominently_in_the_image,which_of_these_items_are_featured_prominently_in_the_image:confidence,which_of_these_items_are_featured_prominently_in_the_image:confidence_summary,which_of_these_rooms_is_depicted_in_the_image,which_of_these_rooms_is_depicted_in_the_image:confidence,which_of_these_rooms_is_depicted_in_the_image:confidence_summary,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,are_there_people_in_the_image,are_there_people_in_the_image_gold,are_there_people_in_the_image_gold_reason,are_there_people_in_the_imageconfidence,are_there_people_in_the_imageconfidence_summary,batch_num,can_you_clearly_see_the_persons__peoples_faces,can_you_clearly_see_the_persons__peoples_faces_gold,can_you_clearly_see_the_persons__peoples_faces_gold_reason,can_you_clearly_see_the_persons__peoples_facesconfidence,can_you_clearly_see_the_persons__peoples_facesconfidence_summary,cant_access,cant_access_gold,cant_accessconfidence,code,image_url,nil,orig__golden,orig__last_judgment_at,orig__trusted_judgments,orig__unit_id,orig__unit_state,orig_was_the_image_taken_in_a_photo_studio,orig_what_color_is_the_background,_indoor_location,_indoor_location_gold,_indoor_location_gold_reason,system_identifier,was_the_image_taken_in_a_photo_studio,was_the_image_taken_in_a_photo_studio_gold,was_the_image_taken_in_a_photo_studioconfidence,was_the_image_taken_in_a_photo_studioconfidence_summary,was_the_image_taken_indoors_or_outdoors,was_the_image_taken_indoors_or_outdoors_gold,was_the_image_taken_indoors_or_outdoorsconfidence,was_the_image_taken_indoors_or_outdoorsconfidence_summary,what_color_is_the_background,what_color_is_the_background_gold,what_color_is_the_backgroundconfidence,what_color_is_the_backgroundconfidence_summary,what_does_the_image_focus_on,what_does_the_image_focus_on_gold,what_does_the_image_focus_onconfidence,what_season_does_it_appear_to_be_in_the_image,what_season_does_it_appear_to_be_in_the_image_gold,what_season_does_it_appear_to_be_in_the_imageconfidence,what_season_does_it_appear_to_be_in_the_imageconfidence_summary,what_time_of_day_is_it_in_the_image,what_time_of_day_is_it_in_the_image_gold,what_time_of_day_is_it_in_the_imageconfidence,what_time_of_day_is_it_in_the_imageconfidence_summary,what_type_of_setting_does_the_image_take_place_in,what_type_of_setting_does_the_image_take_place_in_gold,what_type_of_setting_does_the_image_take_place_in_gold_reason,what_type_of_setting_does_the_image_take_place_inconfidence,which_of_the_following_colors_are_featured_prominently_in_the_color_scheme_of_the_room_gold,which_of_these_furniture_types_are_depicted_in_the_image_gold,which_of_these_items_are_a_main_focus_in_the_image_gold,which_of_these_items_are_featured_prominently_in_the_image_gold,which_of_these_rooms_is_depicted_in_the_image_gold,Keywords
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/f/6/f/TRU1436292.jpg,,FALSE,3/10/17 22:59,3,1177859211,finalized,,,,,,TRU1436292,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|table|furniture||dining_area|||interiors|

1192030661,FALSE,finalized,3,3/28/17 20:10,brown,0.651,"""brown"": 0.651
"""": 0.349
",,,,walls,0.651,"""floor"": 0.32
""walls"": 0.651
""windows"": 0.349
""decor"": 0.349
",,0,,,0.6804,"""living_room"": 0.32
""entranceway"": 0.32
""loft"": 0.32
"""": 0.68
",FALSE,3/22/17 16:30,3,1178725473,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/9/7/2/TRU1436294.jpg,,FALSE,3/10/17 22:59,3,1177859212,finalized,,,,,,TRU1436294,,,,,,,,,,,,,interiors,,0.6667,,,,,,,,,,,,,,,,,,brown||walls|||||interiors|

1192030662,FALSE,finalized,3,3/28/17 20:03,brown,1,"""brown"": 1.0
""black"": 0.674
",,0,,walls,1,"""furniture"": 0.658
""walls"": 1.0
""floor"": 0.674
""windows"": 0.332
""lighting"": 0.674
""decor"": 0.674
",,0,,living_room,1,"""living_room"": 1.0
",FALSE,3/22/17 16:29,3,1178725476,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/5/1/5/TRU1436300.jpg,,FALSE,3/10/17 22:41,3,1177859215,finalized,,,,,,TRU1436300,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown||walls||living_room|||interiors|

1192030663,FALSE,finalized,3,3/28/17 20:16,,0.3614,"""brown"": 0.293
"""": 0.361
"""": 0.346
",bed,0.7074,"""couch"": 0.293
""bed"": 0.707
",furniture,1,"""furniture"": 1.0
""walls"": 0.346
",,,,bedroom,1,"""bedroom"": 1.0
",FALSE,3/22/17 16:33,3,1178725477,finalized,without people,,,0.6809,"""people"": 0.319
""without people"": 0.681
",TA20170309,,,,0,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/b/d/7/TRU1436302.jpg,,FALSE,3/10/17 22:47,3,1177859216,finalized,,,,,,TRU1436302,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,|bed|furniture||bedroom|||interiors|

1192030664,FALSE,finalized,3,3/28/17 20:02,orange,0.6593,"""orange"": 0.659
""brown"": 0.341
",,,,appliances,1,"""walls"": 0.343
""appliances"": 1.0
",,,,hallway,0.6838,"""living_room"": 0.659
""hallway"": 0.684
"""": 0.659
""loft"": 0.316
",FALSE,3/22/17 16:33,3,1178725478,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/c/2/6/TRU1436304.jpg,,FALSE,3/10/17 22:59,3,1177859217,finalized,,,,,,TRU1436304,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,orange||appliances||hallway|||interiors|

1192030665,FALSE,finalized,3,3/28/17 19:58,white,0.6369,"""white"": 0.637
""gray"": 0.297
"""": 0.363
",,,,lighting,0.6601,"""decor"": 0.34
""floor"": 0.297
""walls"": 0.297
""windows"": 0.297
""lighting"": 0.66
",,0,,living_room,0.6601,""""": 0.34
""living_room"": 0.66
",FALSE,3/22/17 16:35,3,1178725482,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/d/a/e/TRU1436313.jpg,,FALSE,3/10/17 23:04,3,1177859221,finalized,,,,,,TRU1436313,,,,,,,,,,,,,interiors,,0.6772,,,,,,,,,,,,,,,,,,white||lighting||living_room|||interiors|

1192030666,FALSE,finalized,3,3/28/17 19:58,brown,0.6979,"""brown"": 0.698
""white"": 0.656
",table,1,"""table"": 1.0
""chair"": 0.656
",furniture,1,"""furniture"": 1.0
""windows"": 0.353
",,,,,0.3535,"""dining_area"": 0.344
""outdoor_space"": 0.302
"""": 0.353
",FALSE,3/22/17 16:36,3,1178725490,finalized,without people,,,0.6625,"""without people"": 0.663
""people"": 0.338
",TA20170309,,,,0,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/6/d/d/TRU1441713.jpg,,FALSE,3/10/17 23:00,3,1177859306,finalized,,,,,,TRU1441713,,,,,,,,,,,,,interiors,,0.7116,,,,,,,,,,,,,,,,,,brown|table|furniture|||||interiors|

1192030667,FALSE,finalized,3,3/28/17 20:04,brown,1,"""brown"": 1.0
""white"": 0.378
",table,1,"""table"": 1.0
""chair"": 0.378
",furniture,1,"""furniture"": 1.0
""floor"": 0.378
""walls"": 0.378
",,,,dining_area,0.661,"""dining_area"": 0.661
"""": 0.339
"""": 0.339
",FALSE,3/22/17 16:36,3,1178725511,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/b/3/8/TRU1441844.jpg,,FALSE,3/10/17 23:02,3,1177859383,finalized,,,,,,TRU1441844,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|table|furniture||dining_area|||interiors|

1192030668,FALSE,finalized,3,3/28/17 19:58,white,0.7054,"""white"": 0.705
""gray"": 0.295
",chair,0.7054,"""chair"": 0.705
""table"": 0.356
",furniture,0.7054,"""furniture"": 0.705
""floor"": 0.356
""windows"": 0.651
""walls"": 0.295
",,,,dining_area,0.6506,""""": 0.349
""dining_area"": 0.651
",FALSE,3/22/17 16:34,3,1178725516,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/8/3/a/4/TRU1441860.jpg,,FALSE,3/10/17 22:53,3,1177859399,finalized,,,,,,TRU1441860,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,white|chair|furniture||dining_area|||interiors|

1192030669,FALSE,finalized,3,3/28/17 20:37,gray,0.6899,""""": 0.31
""gray"": 0.69
""white"": 0.37
",,0.3702,"""table"": 0.32
"""": 0.37
",furniture,0.6899,""""": 0.31
""furniture"": 0.69
""windows"": 0.37
",,,,dining_area,1,"""dining_area"": 1.0
",FALSE,3/22/17 16:37,3,1178725523,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/3/5/a/TRU1441890.jpg,,FALSE,3/10/17 22:59,3,1177859423,finalized,,,,,,TRU1441890,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,gray||furniture||dining_area|||interiors|

1192030670,FALSE,finalized,3,3/28/17 19:53,brown,0.6287,"""brown"": 0.629
""black"": 0.371
""white"": 0.371
",shelving,0.3713,"""chair"": 0.318
""shelving"": 0.371
",furniture,0.6895,""""": 0.311
""furniture"": 0.689
""windows"": 0.371
""lighting"": 0.371
",,,,kitchen,0.3713,""""": 0.311
""dining_area"": 0.318
""kitchen"": 0.371
",FALSE,3/22/17 16:23,3,1178725531,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/f/2/8/d/TRU1441912.jpg,,FALSE,3/10/17 23:00,3,1177859443,finalized,,,,,,TRU1441912,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|shelving|furniture||kitchen|||interiors|

1192030671,FALSE,finalized,3,3/28/17 20:12,,0.3478,""""": 0.348
"""": 0.304
""gray"": 0.348
",table,0.3478,"""table"": 0.348
""chair"": 0.348
",furniture,0.3478,""""": 0.348
""floor"": 0.304
""furniture"": 0.348
",,,,dining_area,0.6522,""""": 0.348
""dining_area"": 0.652
",FALSE,3/22/17 16:33,3,1178725532,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/3/9/9/TRU1441918.jpg,,FALSE,3/10/17 23:01,3,1177859446,finalized,,,,,,TRU1441918,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,|table|furniture||dining_area|||interiors|

1192030672,FALSE,finalized,3,3/28/17 19:54,brown,0.7031,""""": 0.297
""brown"": 0.703
",table,0.7031,"""table"": 0.703
""chair"": 0.366
",furniture,0.7031,""""": 0.297
""furniture"": 0.703
",,,,dining_area,0.7031,""""": 0.297
""dining_area"": 0.703
",FALSE,3/22/17 16:43,3,1178725534,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/b/9/a/TRU1441934.jpg,,FALSE,3/10/17 22:53,3,1177859456,finalized,,,,,,TRU1441934,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|table|furniture||dining_area|||interiors|

1192030673,FALSE,finalized,3,3/28/17 20:03,white,1,"""white"": 1.0
",table,0.6966,"""table"": 0.697
""chair"": 0.354
",furniture,0.6966,"""furniture"": 0.697
""walls"": 0.303
",,,,dining_area,0.6463,"""dining_area"": 0.646
"""": 0.354
",FALSE,3/22/17 16:22,3,1178725538,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/5/4/7/TRU1441990.jpg,,FALSE,3/10/17 23:01,3,1177859484,finalized,,,,,,TRU1441990,,,,,,,,,,,,,interiors,,0.3698,,,,,,,,,,,,,,,,,,white|table|furniture||dining_area|||interiors|

1192030674,FALSE,finalized,3,3/28/17 20:03,white,0.7037,""""": 0.296
""brown"": 0.359
""white"": 0.704
",table,0.7037,"""table"": 0.704
""chair"": 0.704
",furniture,0.7037,"""floor"": 0.296
""walls"": 0.296
""windows"": 0.296
""furniture"": 0.704
",,,,dining_area,1,"""dining_area"": 1.0
",FALSE,3/22/17 16:32,3,1178725539,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/3/2/b/TRU1441992.jpg,,FALSE,3/10/17 23:01,3,1177859485,finalized,,,,,,TRU1441992,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,white|table|furniture||dining_area|||interiors|

1192030675,FALSE,finalized,3,3/28/17 20:00,,0.3586,""""": 0.359
"""": 0.359
""white"": 0.319
""gray"": 0.323
",table,1,"""table"": 1.0
""chair"": 0.677
",furniture,1,"""furniture"": 1.0
",,,,dining_area,0.6813,"""dining_area"": 0.681
"""": 0.319
",FALSE,3/22/17 17:04,3,1178725541,finalized,without people,,,0.6595,"""without people"": 0.659
""people"": 0.341
",TA20170309,,,,0,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/9/9/5/TRU1441995.jpg,,FALSE,3/10/17 22:56,3,1177859487,finalized,,,,,,TRU1441995,,,,,,,,,,,,,interiors,,0.66,,,,,,,,,,,,,,,,,,|table|furniture||dining_area|||interiors|

1192030676,FALSE,finalized,3,3/28/17 19:58,white,0.3691,""""": 0.309
""white"": 0.369
""brown"": 0.322
",table,0.3691,"""table"": 0.369
""chair"": 0.322
",furniture,0.6908,""""": 0.309
""furniture"": 0.691
""windows"": 0.369
",,,,dining_area,1,"""dining_area"": 1.0
",FALSE,3/22/17 16:27,3,1178725554,finalized,without people,,,0.6552,"""people"": 0.345
""without people"": 0.655
",TA20170309,,,,0,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/4/e/e/TRU1442102.jpg,,FALSE,3/10/17 23:03,3,1177859545,finalized,,,,,,TRU1442102,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,white|table|furniture||dining_area|||interiors|

1192030677,FALSE,finalized,3,3/28/17 20:03,brown,0.7,"""brown"": 0.7
""white"": 0.65
",table,1,"""table"": 1.0
""chair"": 1.0
",furniture,1,"""furniture"": 1.0
""walls"": 0.35
",,,,dining_area,1,"""dining_area"": 1.0
",FALSE,3/22/17 16:32,3,1178725558,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/4/f/5/TRU1442133.jpg,,FALSE,3/10/17 22:47,3,1177859561,finalized,,,,,,TRU1442133,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|table|furniture||dining_area|||interiors|

1192030678,FALSE,finalized,3,3/28/17 19:56,brown,0.3572,"""brown"": 0.357
""gray"": 0.324
"""": 0.324
"""": 0.324
""black"": 0.319
",table,1,"""table"": 1.0
""chair"": 1.0
",furniture,1,"""furniture"": 1.0
""walls"": 0.319
",,,,,0.6815,""""": 0.681
"""": 0.324
""dining_area"": 0.319
",FALSE,3/22/17 16:38,3,1178725571,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/0/6/4/5/TRU1442242.jpg,,FALSE,3/10/17 22:58,3,1177859618,finalized,,,,,,TRU1442242,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|table|furniture|||||interiors|

1192030679,FALSE,finalized,3,3/28/17 20:01,,0.3574,""""": 0.357
""gray"": 0.299
""yellow"": 0.344
",,0,,,0.6563,""""": 0.656
""furniture"": 0.344
",,,,kitchen,0.7011,"""kitchen"": 0.701
"""": 0.299
",FALSE,3/22/17 16:32,3,1178725572,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/3/7/6/1/TRU1442244.jpg,,FALSE,3/10/17 23:02,3,1177859619,finalized,,,,,,TRU1442244,,,,,,,,,,,,,interiors,,0.6781,,,,,,,,,,,,,,,,,,||||kitchen|||interiors|

1192030681,FALSE,finalized,3,3/28/17 19:59,,1,""""": 1.0
",,,,,0.3544,""""": 0.332
"""": 0.354
""walls"": 0.314
",,,,entranceway,0.3544,"""hallway"": 0.332
""entranceway"": 0.354
"""": 0.314
",FALSE,3/22/17 16:31,3,1178725583,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/9/b/1/TRU1443784.jpg,,FALSE,3/10/17 22:56,3,1177859648,finalized,,,,,,TRU1443784,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,||||entranceway|||interiors|

1192030682,FALSE,finalized,3,3/28/17 20:17,,0.6471,""""": 0.647
""blue"": 0.353
""brown"": 0.353
""green"": 0.353
""white"": 0.353
",,0,,decor,1,"""decor"": 1.0
""furniture"": 0.706
""walls"": 0.353
",photograph,1,"""photograph"": 1.0
",living_room,1,"""living_room"": 1.0
",FALSE,3/22/17 16:42,3,1178725584,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/5/3/c/4/TRU1443785.jpg,,FALSE,3/10/17 22:56,3,1177859649,finalized,,,,,,TRU1443785,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,||decor|photograph|living_room|||interiors|

1192030683,FALSE,finalized,3,3/28/17 20:10,,0.6805,""""": 0.681
""brown"": 0.319
",shelving,0.3364,"""shelving"": 0.336
""chair"": 0.319
",furniture,0.6559,""""": 0.344
""furniture"": 0.656
",,,,,0.6636,""""": 0.664
"""": 0.336
",FALSE,3/22/17 16:32,3,1178725585,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/b/5/e/f/TRU1443786.jpg,,FALSE,3/10/17 23:00,3,1177859650,finalized,,,,,,TRU1443786,,,,,,,,,,,,,interiors,,0.6781,,,,,,,,,,,,,,,,,,|shelving|furniture|||||interiors|

1192030684,FALSE,finalized,3,3/28/17 19:48,brown,1,"""brown"": 1.0
""green"": 0.371
",table,1,"""table"": 1.0
""chair"": 0.629
""couch"": 0.705
",furniture,1,"""furniture"": 1.0
""floor"": 0.705
""walls"": 0.333
""windows"": 0.705
""lighting"": 0.705
""decor"": 0.371
",,0,,home_office,0.6289,"""home_office"": 0.629
""living_room"": 0.371
",FALSE,3/22/17 17:04,3,1178725586,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/7/2/8/9/TRU1443791.jpg,,FALSE,3/10/17 22:49,3,1177859651,finalized,,,,,,TRU1443791,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|table|furniture||home_office|||interiors|

1192030685,FALSE,finalized,3,3/28/17 20:01,brown,0.7132,"""black"": 0.713
""brown"": 0.713
""green"": 0.287
",table,1,"""table"": 1.0
""chair"": 1.0
""couch"": 0.287
",furniture,1,"""furniture"": 1.0
""walls"": 0.346
""windows"": 0.346
""decor"": 0.346
""appliances"": 0.367
",,0,,living_room,0.6332,"""living_room"": 0.633
""loft"": 0.367
",FALSE,3/22/17 16:39,3,1178725587,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/e/7/6/b/TRU1443792.jpg,,FALSE,3/10/17 22:53,3,1177859652,finalized,,,,,,TRU1443792,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown|table|furniture||living_room|||interiors|

1192030686,FALSE,finalized,3,3/28/17 19:36,brown,1,"""brown"": 1.0
",,,,decor,0.6972,"""decor"": 0.697
"""": 0.303
""walls"": 0.339
",painting,0.6972,"""painting"": 0.697
",hallway,0.6972,"""hallway"": 0.697
"""": 0.641
",FALSE,3/22/17 16:29,3,1178725588,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/c/7/0/5/TRU1443793.jpg,,FALSE,3/10/17 22:51,3,1177859653,finalized,,,,,,TRU1443793,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,brown||decor|painting|hallway|||interiors|

1192030687,FALSE,finalized,3,3/28/17 19:53,brown,1,"""brown"": 1.0
",bed,1,"""bed"": 1.0
",furniture,1,"""furniture"": 1.0
""walls"": 0.363
",,,,bedroom,1,"""bedroom"": 1.0
",FALSE,3/22/17 17:01,3,1178725589,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/a/1/6/3/TRU1443794.jpg,,FALSE,3/10/17 23:02,3,1177859654,finalized,,,,,,TRU1443794,,,,,,,,,,,,,interiors,,0.6937,,,,,,,,,,,,,,,,,,brown|bed|furniture||bedroom|||interiors|

1192030688,FALSE,finalized,3,3/28/17 20:31,gray,0.6598,""""": 0.34
""blue"": 0.34
""gray"": 0.66
",couch,1,"""couch"": 1.0
""table"": 0.32
",furniture,1,"""furniture"": 1.0
""floor"": 0.34
""walls"": 0.34
""windows"": 0.34
""decor"": 0.34
",,0,,living_room,1,"""living_room"": 1.0
",FALSE,3/22/17 17:13,3,1178725590,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/0/9/f/TRU1443796.jpg,,FALSE,3/10/17 22:57,3,1177859655,finalized,,,,,,TRU1443796,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,gray|couch|furniture||living_room|||interiors|

1192030689,FALSE,finalized,3,3/28/17 19:47,,0.6571,""""": 0.657
""white"": 0.343
",table,0.6717,"""table"": 0.672
""chair"": 0.672
",furniture,0.6717,"""furniture"": 0.672
"""": 0.328
""decor"": 0.343
"""": 0.343
",,0,,dining_area,0.6717,"""dining_area"": 0.672
"""": 0.328
""kitchen"": 0.343
",FALSE,3/22/17 16:49,3,1178725597,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/1/e/5/3/TRU1443905.jpg,,FALSE,3/10/17 22:47,3,1177859691,finalized,,,,,,TRU1443905,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,|table|furniture||dining_area|||interiors|

1192030690,FALSE,finalized,3,3/28/17 19:58,white,0.6475,"""yellow"": 0.352
""orange"": 0.344
""white"": 0.648
",table,1,"""table"": 1.0
""chair"": 1.0
",furniture,1,"""furniture"": 1.0
""lighting"": 0.656
",,,,dining_area,0.656,"""dining_area"": 0.656
"""": 0.344
",FALSE,3/22/17 16:26,3,1178725601,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/6/4/e/6/TRU1443909.jpg,,FALSE,3/10/17 22:47,3,1177859695,finalized,,,,,,TRU1443909,,,,,,,,,,,,,interiors,,0.7023,,,,,,,,,,,,,,,,,,white|table|furniture||dining_area|||interiors|

1192030691,FALSE,finalized,3,3/28/17 19:50,white,0.65,"""white"": 0.65
""gray"": 0.35
",table,0.35,"""table"": 0.35
",furniture,0.35,"""walls"": 0.3
""decor"": 0.35
""furniture"": 0.35
",,0,,dining_area,0.65,"""dining_area"": 0.65
""kitchen"": 0.35
",FALSE,3/22/17 16:38,3,1178725607,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/c/a/e/TRU1443915.jpg,,FALSE,3/10/17 23:00,3,1177859701,finalized,,,,,,TRU1443915,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,white|table|furniture||dining_area|||interiors|

1192030692,FALSE,finalized,3,3/28/17 19:44,white,1,"""white"": 1.0
",,0,,walls,0.352,""""": 0.301
""furniture"": 0.347
""walls"": 0.352
",,,,dining_area,1,"""dining_area"": 1.0
",FALSE,3/22/17 16:33,3,1178725608,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/2/1/c/0/TRU1443916.jpg,,FALSE,3/10/17 23:04,3,1177859702,finalized,,,,,,TRU1443916,,,,,,,,,,,,,interiors,,1,,,,,,,,,,,,,,,,,,white||walls||dining_area|||interiors|

1192030693,FALSE,finalized,3,3/28/17 20:00,white,1,"""white"": 1.0
",table,1,"""table"": 1.0
""chair"": 1.0
"""": 0.332
",furniture,1,"""furniture"": 1.0
""walls"": 0.623
""windows"": 0.623
""floor"": 0.332
""lighting"": 0.332
",,,,dining_area,1,"""dining_area"": 1.0
",FALSE,3/22/17 16:25,3,1178725611,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/9/7/7/a/TRU1443919.jpg,,FALSE,3/10/17 22:58,3,1177859705,finalized,,,,,,TRU1443919,,,,,,,,,,,,,interiors,,0.6742,,,,,,,,,,,,,,,,,,white|table|furniture||dining_area|||interiors|

1192030694,FALSE,finalized,3,3/28/17 20:14,gray,0.6534,"""white"": 0.347
""brown"": 0.317
""gray"": 0.653
",,,,walls,0.6534,""""": 0.347
""floor"": 0.317
""walls"": 0.653
",,,,,0.3466,""""": 0.347
""hallway"": 0.317
""entranceway"": 0.336
",FALSE,3/22/17 16:33,3,1178725612,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/d/c/0/7/TRU1444270.jpg,,FALSE,3/10/17 22:52,3,1177859718,finalized,,,,,,TRU1444270,,,,,,,,,,,,,interiors,,0.668,,,,,,,,,,,,,,,,,,gray||walls|||||interiors|

1192030695,FALSE,finalized,3,3/28/17 20:04,brown,0.3419,"""black"": 0.328
"""": 0.33
""brown"": 0.342
",,,,floor,1,"""floor"": 1.0
",,,,outdoor_space,0.3419,"""hallway"": 0.328
"""": 0.33
""outdoor_space"": 0.342
",FALSE,3/22/17 16:29,3,1178725613,finalized,without people,,,1,"""without people"": 1.0
",TA20170309,,,,,,,,,,http://trunk.orangesafebox.com/Docs/TRU/Media/TR3/4/a/8/b/TRU1444276.jpg,,FALSE,3/10/17 22:53,3,1177859719,finalized,,,,,,TRU1444276,,,,,,,,,,,,,interiors,,0.3833,,,,,,,,,,,,,,,,,,brown||floor||outdoor_space|||interiors|

1192030696,FALSE,finalized,3,3/28/17 20:01,,0.3554,""""": 0.339
""brown"": 0.305
""green"": 0.305
"""": 0.355
",,,,walls,0.6446,"""walls"": 0.645
